os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-9300H CPU @ 2.40GHz,,16228688,5.11.5-arch1-1,4.6.0 NVIDIA 460.56
712.421,16,78,55
714.084,16,78,100113
699.899,16,78,200213
717.754,16,78,300284
718.401,16,78,400377
713.31,16,78,500469
711.06,16,78,600560
704.027,15,100,700635
704.033,15,100,800723
703.901,15,100,900781
706.822,15,100,1000870
706.563,15,100,1100927
686.719,15,100,1200984
700.93,15,100,1301073
701.997,15,100,1401130
684.373,15,100,1501212
689.063,15,100,1601293
672.897,16,100,1701379
709.075,16,100,1801471
714.4,16,100,1901528
714.47,16,100,2001620
715.003,16,100,2101710
576.701,17,100,2201799
689.856,17,100,2301857
696.457,17,100,2401917
699.327,17,100,2501977
700.629,17,100,2602034
636.943,16,100,2702127
701.605,16,100,2802183
704.401,16,100,2902274
705.444,16,100,3002366
706.427,16,100,3102457
717.017,16,100,3202553
719.431,16,100,3302610
716.893,16,100,3402667
712.909,16,100,3502724
713.017,16,100,3602805
717.99,15,100,3702896
718.831,15,100,3802977
718.37,15,100,3903035
717.271,15,100,4003124
716.011,15,100,4103214
684.873,16,100,4203270
701.281,16,100,4303359
702.353,16,100,4403449
703.737,16,100,4503506
703.928,16,100,4603562
686.99,16,100,4703651
702.054,16,100,4803741
702.419,16,100,4903832
702.525,16,100,5003887
705.084,16,100,5103978
706.152,16,100,5204035
704.508,16,100,5304117
707.517,16,100,5404206
710.154,16,100,5504260
712.557,16,100,5604315
696.439,16,100,5704372
703.197,16,100,5804426
702.817,16,100,5904481
703.553,16,100,6004539
703.479,16,100,6104595
620.788,16,100,6204651
709.698,16,100,6304735
713.557,16,100,6404792
710.355,16,100,6504848
709.384,16,100,6604903
671.785,16,100,6705035
700.551,16,100,6805127
701.937,16,100,6905184
702.328,16,100,7005266
702.341,16,100,7105348
684.262,16,100,7205438
703.514,16,100,7305501
702.891,16,100,7405591
702.913,16,100,7505649
703.725,16,100,7605739
682.261,16,100,7705829
701.294,16,100,7805911
703.389,16,100,7906002
704.502,16,100,8006093
707.432,16,100,8106149
688.773,16,100,8206232
701.633,16,100,8306320
704.219,16,100,8406376
705.805,16,100,8506464
709.241,16,100,8606554
708.466,16,100,8706616
707.539,16,100,8806705
711.761,16,100,8906762
709.273,16,100,9006820
707.504,16,100,9106877
683.247,15,100,9206933
707.128,15,100,9306988
705.628,15,100,9407078
706.934,15,100,9507168
708.253,15,100,9607260
523.423,16,100,9707315
695.63,16,100,9807374
700.653,16,100,9907464
703.474,16,100,10007552
703.014,16,100,10107595
621.968,15,100,10207639
696.088,15,100,10307730
698.967,15,100,10407785
704.427,15,100,10507876
707.124,15,100,10607935
457.666,16,100,10707992
697.558,16,100,10808047
707.833,16,100,10908103
710.179,16,100,11008183
712.134,16,100,11108241
680.735,16,100,11208324
705.696,16,100,11308382
703.801,16,100,11408440
703.464,16,100,11508532
704.969,16,100,11608623
713.165,15,100,11708678
715.638,15,100,11808769
709.72,15,100,11908826
706.583,15,100,12008882
705.196,15,100,12108974
612.182,16,100,12209033
706.967,16,100,12309089
705.004,16,100,12409183
704.786,16,100,12509240
704.407,16,100,12609321
710.985,15,100,12709405
707.908,15,100,12809462
707.69,15,100,12909546
707.306,15,100,13009603
707.376,15,100,13109744
705.219,16,100,13209802
707.854,16,100,13309859
708.425,16,100,13409915
711.272,16,100,13509971
710.45,16,100,13610027
648.298,16,100,13710108
703.509,16,100,13810166
704.794,16,100,13910249
706.007,16,100,14010307
708.764,16,100,14110397
657.75,16,100,14210486
701.468,16,100,14310545
707.038,16,100,14410625
706.594,16,100,14510680
705.675,16,100,14610770
377.858,15,100,14710851
686.237,15,100,14810952
681.038,15,100,14911044
671.706,15,100,15011102
672.144,15,100,15111159
702.905,23,100,15211214
625.451,23,100,15311295
664.596,23,100,15411354
677.104,23,100,15511445
683.834,23,100,15611538
714.286,16,99,15711594
709.889,16,99,15811668
706.201,16,99,15911724
704.808,16,99,16011781
703.704,16,99,16111838
641.026,16,99,16211926
700.226,16,99,16312015
700.529,16,99,16412108
701.253,16,99,16512164
701.798,16,99,16612254
708.215,15,100,16712343
701.665,15,100,16812401
702.247,15,100,16912460
701.468,15,100,17012519
701.633,15,100,17112580
693.241,15,100,17212669
702.639,15,100,17312759
702.444,15,100,17412849
703.686,15,100,17512904
706.577,15,100,17612994
747.943,14,100,17713074
694.706,14,100,17813129
706.832,14,100,17913185
709.622,14,100,18013266
708.868,14,100,18113358
711.238,15,100,18213444
706.57,15,100,18313500
712.818,15,100,18413589
710.438,15,100,18513678
709.917,15,100,18613768
695.894,16,100,18713858
702.981,16,100,18813943
702.89,16,100,18914034
702.962,16,100,19014094
702.772,16,100,19114151
603.865,15,100,19214242
704.211,15,100,19314302
710.824,15,100,19414358
713.608,15,100,19514415
711.259,15,100,19614472
710.19,15,100,19714553
715.791,15,100,19814641
715.701,15,100,19914699
715.355,15,100,20014790
712.092,15,100,20114881
711.493,16,100,20214973
700.603,16,100,20315029
702.184,16,100,20415111
704.211,16,100,20515200
683.536,16,100,20615289
688.119,16,100,20715354
706.158,16,100,20815443
706.551,16,100,20915533
706.45,16,100,21015623
705.623,16,100,21115718
705.343,16,100,21215808
698.416,16,100,21315864
700.294,16,100,21415957
700.495,16,100,21516052
700.715,16,100,21616143
701.488,14,100,21716215
699.021,14,100,21816296
700.809,14,100,21916390
701.171,14,100,22016481
701.171,14,100,22116573
701.369,16,100,22216668
700.974,16,100,22316759
700.354,16,100,22416848
700.535,16,100,22516938
700.885,16,100,22617027
703.115,16,100,22717083
704.913,15,100,22817172
706.427,15,100,22917232
704.703,15,100,23017291
703.865,15,100,23117350
703.314,15,100,23217407
698.458,16,100,23317466
699.392,16,100,23417557
701.675,16,100,23517624
702.326,16,100,23617681
703.508,16,100,23717736
712.658,16,100,23817792
709.266,16,100,23917849
711.822,16,100,24017907
711.197,16,100,24117964
709.793,16,100,24218019
704.892,17,100,24318076
704.261,17,100,24418132
704.43,17,100,24518189
704.418,17,100,24618245
704.325,17,100,24718301
705.089,17,100,24818356
705.773,17,100,24918411
706.014,17,100,25018467
704.964,17,100,25118523
705.1,17,100,25218581
707.105,16,100,25318640
710.224,16,100,25418698
711.772,16,100,25518758
712.655,16,100,25618816
712.537,16,100,25718879
715.056,16,100,25818936
715.141,16,100,25918994
714.534,16,100,26019112
711.871,16,100,26119202
709.504,16,100,26219292
700.518,18,100,26319384
700.39,18,100,26419467
701.599,18,100,26519523
702.412,18,100,26619615
702.676,18,100,26719676
695.468,17,100,26819734
699.577,17,100,26919790
703.086,17,100,27019846
703.551,17,100,27119901
703.277,17,100,27219956
700.749,17,100,27320011
700.903,17,100,27420092
700.787,17,100,27520177
701.549,17,100,27620261
702.268,17,100,27720350
705.553,20,100,27820407
704.686,20,100,27920497
705.264,20,100,28020556
706.314,20,100,28120611
708.282,20,100,28220667
700.979,18,100,28320722
703.867,18,100,28420811
703.536,18,100,28520867
704.113,18,100,28620953
704.122,18,100,28721008
704.932,17,100,28821065
704.291,17,100,28921120
703.861,17,100,29021201
704.016,17,100,29121283
704.039,17,100,29221363
699.375,17,100,29321444
699.297,17,100,29421535
700.356,17,100,29521591
700.397,17,100,29621647
700.442,17,100,29721704
697.679,19,100,29821760
698.628,19,100,29921816
699.616,19,100,30021897
